1050018681,YIYI ZENG,2
1141273107,网易移动游戏,120
1219233424,Tencent Mobile Games,192
1071801856,X.D. Network Inc.,22
1104855278,Shanghai Youzu Information Technology Corporation Limited,9
1068398844,紫龙游戏,6
1335578264,Longkoo Games,2
861156904,"Hangzhou Freshtaro Technology Co.,Ltd.",5
1013756255,浙江浮云网络科技有限公司,9
395979574,MobilityWare,30
502844118,MIRAGINE,1
588286719,Magma Mobile,111
549105915,True Axis,5
1086981081,网易移动游戏,120
1119082248,"Hero Entertainment Co., Ltd.",34
556517961,Boyaa Interactive International Limited,47
685890408,Playdead,1
901832505,JOYCITY Corp,9
710369217,"Shanghai Soco Software Co.,Ltd",15
852978495,Tencent Technology (Shenzhen) Company Limited,100
516761043,Backflip Studios,33
660928091,Naquatic LLC,54
577731278,"YY.,LTD",57
953358223,GaeaMobile,12
953435594,KWOK HUNG WONG,2
850417475,King,13
579188627,Happy Labs Pte Ltd,19
1068775369,乐堂动漫信息技术有限公司,37
868692227,Coffee Stain Publishing,5
1070092192,X.D. Network Inc.,22
1117804004,"Hangzhou Feiqi Technology Co.,Ltd",2
896949185,Hero Network,1
639486670,Rhino Studio,7
948203056,Tencent Mobile Games,192
606080169,Orangenose Studios,34
1117215687,蓝港游戏,6
590216134,Fourdesire,4
824713678,Coco Entertainment,8
564457517,Morln,2
1174766830,"Beijing Bewinner Co.,Ltd.",4
1089038738,Tencent Mobile Games,192
1040083067,LONG TECH NETWORK LIMITED,3
1056016385,Defei Yuan,33
671464704,Super Evil Megacorp,1
863707458,Limsam,12
979092836,EASY Inc.,43
694996158,Yinhan Game,4
1115493982,深圳市享乐源科技有限公司,7
982428268,qi chuan,3
1144762402,网易移动游戏,120
985876886,"Shanghai Yue You Network Technology Co., Ltd.",8
979859989,JJWorld(Beijing) Network Technology Company Limited,14
656176278,Gameloft,85
1123406342,"Chengdu Youji Technology Co., Ltd.",1
456532154,EASY Inc.,43
491231653,SOFTSTAR ENTERTAINMENT INC.,17
1149182335,蓝港游戏,6
997636530,X.D. Network Inc.,22
912657726,"Shenzhen Yazhai Network Co., Ltd.",2
918184600,Dreamy,12
490939135,Boyaa Interactive International Limited,47
1260493742,Doodle Mobile Limited,8
1104907987,咪咕互动娱乐有限公司,35
975447563,Tencent Mobile Games,192
698045238,HaKuNa Games,5
583222866,Glu Games Inc,102
551905986,Toccata Technologies Inc.,95
982175678,11 bit studios s.a.,9
1115036996,网易移动游戏,120
792638268,"Kairosoft Co.,Ltd",94
1109303593,"Suzhou Industrial Park YiDongFeiFan Network Technology Co., Ltd.",4
522795042,Glu Games Inc,102
598860440,liang lu,1
1027230451,ELEX Wireless,11
525458069,Glu Games Inc,102
852912420,Com2uS Corp.,22
829420004,Tencent Mobile Games,192
1112416523,Emu Interactive,9
499791471,wyz,8
996785884,Netmarble Corporation,10
1278212161,"Shenzhen Ka La Network Technology Co., Ltd.",15
680465449,Babeltime Inc.,4
668317926,"Chongqing MeiQi Interactive Technology Co., Ltd.",2
1038743400,"Chongqing MeiQi Interactive Technology Co., Ltd.",2
533383045,fang gu,70
958507857,Tencent Mobile Games,192
989080154,Tencent Mobile Games,192
1095086466,上海纵游,9
1267701246,Macrojoy,17
504785794,Com2uS Corp.,22
996382259,Tencent Mobile Games,192
1163663148,中手游,24
1058370552,King,13
685860437,"Tencent Technology (Shanghai) Co., Ltd",76
992352200,Tencent Mobile Games,192
521030637,"Wuhan ChutianYouyou Network Technology Co.,Ltd.",18
741535892,Funship,1
1010704842,First Touch Games Ltd.,3
582138391,ye mao,39
891582840,Tencent Technology (Shenzhen) Company Limited,100
911663964,Tencent Mobile Games,192
595288528,苏州金游数码科技有限责任公司,8
521002734,"Dalian kingdian Network Development Co., Ltd",10
1142521181,深圳市谷大网络科技有限公司,15
806710859,mfactory mfactory,38
875790902,Weibian,10
893116484,Tencent Mobile Games,192
834393815,King,13
952174948,Sparkling Society,20
500619796,"Sun Ground Co., Ltd.",9
580437470,ELEX Wireless,11
541044144,Sky Carpenter Digital Entertainment co.ltd,6
786031289,Tencent Mobile Games,192
457446957,Halfbrick Studios,13
718153412,Outfit7 Limited,36
973811791,Weibian,10
700970012,"Jam City, Inc.",15
550923627,"Shengwei Network Technology Co., Ltd.",1
1033812632,wei wang,6
1207199196,网易移动游戏,120
1377058737,上海边兮网络技术有限公司,4
455160359,Guizhi Zhang,16
1027285438,ZHIHAO SU,1
790023126,Disney,168
522008813,Goodteam,3
876244647,"Tianjin Ledo Interactive Technology Co., Ltd.",4
1187159855,Jing Jing Xu,2
765375025,Chengdu Momo Technology Company Limited,26
878545253,Tencent Mobile Games,192
904737816,Ironhide S.A.,10
880686976,TouchTao Company,2
703585308,Disney,168
1107529276,"Hero Entertainment Co., Ltd.",34
791111522,Tencent Mobile Games,192
1339079707,laohua chen,1
414835676,Fire Maple Games,12
890386857,Chengdu Momo Technology Company Limited,26
509458284,Gameloft,85
931857965,Tencent Mobile Games,192
550067264,"Kairosoft Co.,Ltd",94
930411024,Tencent Mobile Games,192
987360477,Office Create Corp.,1
730898004,HSIAO-TING WU,1
973351657,Tencent Mobile Games,192
1052048518,Tencent Mobile Games,192
1146128499,Brighthouse,3
632437966,Gameloft,85
1184823356,Tencent Mobile Games,192
958024475,Tencent Mobile Games,192
975823957,"Shanghai Fengqu Network Techn Ology Co., Ltd.",35
895015775,Tencent Mobile Games,192
